,date,prcp
2111,2017-04-20,0.0
2112,2017-04-21,1.84
2113,2017-04-22,1.35
2114,2017-04-23,0.35
2115,2017-04-24,0.05
2116,2017-04-25,0.0
2117,2017-04-26,0.22
2118,2017-04-27,0.11
2119,2017-04-28,0.79
2120,2017-04-29,0.0
2121,2017-04-30,0.8
2122,2017-05-01,0.25
2123,2017-05-02,0.0
2124,2017-05-04,
2125,2017-05-05,0.1
2126,2017-05-06,0.0
2127,2017-05-07,0.03
2128,2017-05-08,1.11
2129,2017-05-09,0.23
2130,2017-05-10,0.55
2131,2017-05-11,0.44
2132,2017-05-12,0.1
2133,2017-05-13,0.1
2134,2017-05-14,1.0
2135,2017-05-15,0.6
2136,2017-05-16,0.3
2137,2017-05-17,0.06
2138,2017-05-18,0.0
2139,2017-05-20,
2140,2017-05-21,0.0
2141,2017-05-22,0.3
2142,2017-05-23,0.44
2143,2017-05-24,2.17
2144,2017-05-25,0.88
2145,2017-05-26,0.0
2146,2017-05-27,0.5
2147,2017-05-28,0.0
2148,2017-05-30,
2149,2017-06-01,0.01
2150,2017-06-03,
2151,2017-06-04,0.82
2152,2017-06-05,0.01
2153,2017-06-06,0.0
2154,2017-06-07,0.01
2155,2017-06-08,0.0
2156,2017-06-10,
2157,2017-06-11,0.7
2158,2017-06-12,0.81
2159,2017-06-13,0.65
2160,2017-06-14,0.81
2161,2017-06-15,1.69
2162,2017-06-16,0.1
2163,2017-06-17,0.1
2164,2017-06-18,0.7
2165,2017-06-19,0.4
2166,2017-06-20,0.31
2167,2017-06-21,0.3
2168,2017-06-22,0.28
2169,2017-06-23,0.5
2170,2017-06-24,0.22
2171,2017-06-25,0.5
2172,2017-06-26,0.02
2173,2017-06-27,0.1
2174,2017-06-28,0.02
2175,2017-06-29,0.04
2176,2017-06-30,0.2
2177,2017-07-01,0.1
2178,2017-07-02,0.5
2179,2017-07-03,0.4
2180,2017-07-04,0.0
2181,2017-07-05,0.0
2182,2017-07-06,0.02
2183,2017-07-07,0.3
2184,2017-07-08,0.02
2185,2017-07-09,0.0
2186,2017-07-10,0.02
2187,2017-07-11,0.0
2188,2017-07-12,0.05
2189,2017-07-13,0.68
2190,2017-07-14,0.68
2191,2017-07-15,0.1
2192,2017-07-16,0.5
2193,2017-07-17,0.39
2194,2017-07-18,2.4
2195,2017-07-19,0.27
2196,2017-07-20,0.7
2197,2017-07-21,0.1
2198,2017-07-22,4.0
2199,2017-07-23,0.8
2200,2017-07-24,0.84
2201,2017-07-25,0.3
2202,2017-07-26,0.3
2203,2017-07-27,0.0
2204,2017-07-28,0.4
2205,2017-07-29,0.3
2206,2017-07-30,0.3
2207,2017-07-31,0.0
2208,2017-08-01,
2209,2017-08-02,0.25
2210,2017-08-03,0.06
2211,2017-08-05,
2212,2017-08-06,
2213,2017-08-07,0.05
2214,2017-08-08,0.34
2215,2017-08-09,0.15
2216,2017-08-10,0.07
2217,2017-08-11,
2218,2017-08-12,0.14
2219,2017-08-13,
2220,2017-08-14,0.22
2221,2017-08-15,0.42
2222,2017-08-16,0.42
2223,2017-08-17,0.13
2224,2017-08-18,
2225,2017-08-19,0.09
2226,2017-08-20,
2227,2017-08-21,0.56
2228,2017-08-22,0.5
2229,2017-08-23,0.45
